date,position,songname,artist,last week,peak position,weeks on chart
2016-06-11,2,Panda,Desiigner,2,1,14
2016-06-11,3,Can't Stop The Feeling!,Justin Timberlake,3,1,3
2016-06-11,4,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,4,13
2016-06-11,5,Don't Let Me Down,The Chainsmokers Featuring Daya,6,3,15
2016-06-11,6,7 Years,Lukas Graham,4,2,19
2016-06-11,7,I Took A Pill In Ibiza,Mike Posner,7,4,19
2016-06-11,8,Dangerous Woman,Ariana Grande,14,8,11
2016-06-11,9,Needed Me,Rihanna,10,7,17
2016-06-11,10,Work,Rihanna Featuring Drake,8,1,18
2016-06-11,11,This Is What You Came For,Calvin Harris Featuring Rihanna,12,3,4
2016-06-11,12,Pillowtalk,Zayn,9,1,17
2016-06-11,13,Never Forget You,Zara Larsson &amp; MNEK,13,13,15
2016-06-11,14,Cake By The Ocean,DNCE,17,9,32
2016-06-11,15,Close,Nick Jonas Featuring Tove Lo,24,14,9
2016-06-11,16,Just Like Fire,P!nk,26,10,6
2016-06-11,17,Love Yourself,Justin Bieber,11,1,28
2016-06-11,18,Stressed Out,twenty one pilots,15,2,36
2016-06-11,19,My House,Flo Rida,16,4,29
2016-06-11,20,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,18,7,30
2016-06-11,21,Controlla,Drake,22,16,4
2016-06-11,22,Low Life,Future Featuring The Weeknd,20,18,16
2016-06-11,23,H.O.L.Y.,Florida Georgia Line,21,14,4
2016-06-11,24,Cheap Thrills,Sia Featuring Sean Paul,34,1,15
2016-06-11,25,Don't Mind,Kent Jones,31,8,4
2016-06-11,26,Send My Love (To Your New Lover),Adele,--,8,2
2016-06-11,27,Let It Go,James Bay,28,16,23
2016-06-11,28,Pop Style,Drake Featuring The Throne,23,16,8
2016-06-11,29,Lost Boy,Ruth B,30,24,14
2016-06-11,30,Ride,twenty one pilots,36,5,11
2016-06-11,31,Oui,Jeremih,25,19,21
2016-06-11,32,2 Phones,Kevin Gates,27,17,21
2016-06-11,33,Sorry,Justin Bieber,29,1,31
2016-06-11,34,Too Good,Drake Featuring Rihanna,33,14,4
2016-06-11,35,No,Meghan Trainor,19,3,12
2016-06-11,36,Came Here To Forget,Blake Shelton,44,36,12
2016-06-11,37,Cut It,O.T. Genasis Featuring Young Dolph,43,35,14
2016-06-11,38,All The Way Up,Fat Joe &amp; Remy Ma Featuring French Montana &amp; Infared,51,38,9
2016-06-11,39,Sorry,Beyonce,40,11,5
2016-06-11,40,My Boo,Ghost Town DJ's,32,27,35
2016-06-11,41,Me Too,Meghan Trainor,39,13,2
2016-06-11,42,Exchange,Bryson Tiller,37,26,31
2016-06-11,43,Middle,DJ Snake Featuring Bipolar Sunshine,38,20,19
2016-06-11,44,Humble And Kind,Tim McGraw,46,30,16
2016-06-11,45,Hype,Drake,35,33,4
2016-06-11,46,One Call Away,Charlie Puth,42,12,26
2016-06-11,47,T-Shirt,Thomas Rhett,52,41,13
2016-06-11,48,Somewhere On A Beach,Dierks Bentley,45,35,17
2016-06-11,49,The Sound Of Silence,Disturbed,66,42,14
2016-06-11,50,Wild Things,Alessia Cara,53,50,14
2016-06-11,51,Into You,Ariana Grande,--,13,2
2016-06-11,52,"Huntin', Fishin' &amp; Lovin' Every Day",Luke Bryan,56,37,9
2016-06-11,53,Snapback,Old Dominion,54,50,18
2016-06-11,54,Never Be Like You,Flume Featuring Kai,58,20,8
2016-06-11,55,Still Here,Drake,47,40,4
2016-06-11,56,Grammys,Drake Featuring Future,50,38,4
2016-06-11,57,Childs Play,Drake,55,49,4
2016-06-11,58,Wicked,Future,62,41,6
2016-06-11,59,I Hate U I Love U,gnash Featuring Olivia O'Brien,76,10,6
2016-06-11,60,My Church,Maren Morris,64,50,18
2016-06-11,61,Uber Everywhere,MadeinTYO,71,51,8
2016-06-11,62,Body,Dreezy Featuring Jeremih,70,62,10
2016-06-11,63,Mind Reader,Dustin Lynch,57,57,14
2016-06-11,64,With You,Drake Featuring PARTYNEXTDOOR,59,47,4
2016-06-11,65,Feel No Ways,Drake,61,53,4
2016-06-11,66,Messin' Around,Pitbull Featuring Enrique Iglesias,95,64,4
2016-06-11,67,Church Bells,Carrie Underwood,79,43,3
2016-06-11,68,You Don't Own Me,Grace Featuring G-Eazy,77,57,4
2016-06-11,69,Think Of You,Chris Young Duet With Cassadee Pope,65,40,15
2016-06-11,70,Wasted Time,Keith Urban,73,51,5
2016-06-11,71,Head Over Boots,Jon Pardi,81,51,13
2016-06-11,72,9,Drake,60,45,4
2016-06-11,73,Lonesome Broken And Blue,Adam Wakefield,--,73,1
2016-06-11,74,Record Year,Eric Church,82,44,6
2016-06-11,75,Formation,Beyonce,63,10,5
2016-06-11,76,If It Ain't Love,Jason Derulo,72,67,7
2016-06-11,77,Lights Come On,Jason Aldean,91,43,7
2016-06-11,78,Light It Up,Major Lazer Featuring Nyla &amp; Fuse ODG,87,73,11
2016-06-11,79,Might Not,Belly Featuring The Weeknd,80,68,14
2016-06-11,80,Faded,Alan Walker,97,80,5
2016-06-11,81,Wherever I Go,OneRepublic,67,55,2
2016-06-11,82,U With Me?,Drake,68,44,4
2016-06-11,83,Love On The Brain,Rihanna,--,7,1
2016-06-11,84,Law,Yo Gotti Featuring E-40,88,79,7
2016-06-11,85,Fire &amp; Desire,Drake,75,75,4
2016-06-11,86,Unsteady,X Ambassadors,99,20,2
2016-06-11,87,Youth,Troye Sivan,--,23,16
2016-06-11,88,Moolah,Young Greatness,96,85,7
2016-06-11,89,Piece By Piece,Kelly Clarkson,89,8,13
2016-06-11,90,From The Ground Up,Dan + Shay,--,48,1
2016-06-11,91,Kiss It Better,Rihanna,78,62,8
2016-06-11,92,Noise,Kenny Chesney,98,72,7
2016-06-11,93,Hold Up,Beyonce,74,13,5
2016-06-11,94,Every Breath You Take,Hannah Huston,--,94,1
2016-06-11,95,Redemption,Drake,83,61,3
2016-06-11,96,Gold,Kiiara,--,13,1
2016-06-11,97,Ophelia,The Lumineers,--,66,5
2016-06-11,98,Hasta El Amanecer,Nicky Jam,--,85,1
2016-06-11,99,Wake Up,Fetty Wap,--,50,2
2016-06-11,100,Down That Road,Alisan Porter,--,100,1
2016-06-04,1,One Dance,Drake Featuring WizKid &amp; Kyla,2,1,7
2016-06-04,2,Panda,Desiigner,3,1,13
2016-06-04,3,Can't Stop The Feeling!,Justin Timberlake,1,1,2
2016-06-04,4,7 Years,Lukas Graham,4,2,18
2016-06-04,5,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,6,4,12
2016-06-04,6,Don't Let Me Down,The Chainsmokers Featuring Daya,7,3,14
2016-06-04,7,I Took A Pill In Ibiza,Mike Posner,5,4,18
2016-06-04,8,Work,Rihanna Featuring Drake,8,1,17
2016-06-04,9,Pillowtalk,Zayn,9,1,16
2016-06-04,10,Needed Me,Rihanna,10,7,16
2016-06-04,11,Love Yourself,Justin Bieber,11,1,27
2016-06-04,12,This Is What You Came For,Calvin Harris Featuring Rihanna,15,3,3
2016-06-04,13,Never Forget You,Zara Larsson &amp; MNEK,14,13,14
2016-06-04,14,Dangerous Woman,Ariana Grande,16,8,10
2016-06-04,15,Stressed Out,twenty one pilots,13,2,35
2016-06-04,16,My House,Flo Rida,12,4,28
2016-06-04,17,Cake By The Ocean,DNCE,17,9,31
2016-06-04,18,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,18,7,29
2016-06-04,19,No,Meghan Trainor,19,3,11
2016-06-04,20,Low Life,Future Featuring The Weeknd,21,18,15
2016-06-04,21,H.O.L.Y.,Florida Georgia Line,20,14,3
2016-06-04,22,Controlla,Drake,35,16,3
2016-06-04,23,Pop Style,Drake Featuring The Throne,23,16,7
2016-06-04,24,Close,Nick Jonas Featuring Tove Lo,26,14,8
2016-06-04,25,Oui,Jeremih,22,19,20
2016-06-04,26,Just Like Fire,P!nk,30,10,5
2016-06-04,27,2 Phones,Kevin Gates,25,17,20
2016-06-04,28,Let It Go,James Bay,28,16,22
2016-06-04,29,Sorry,Justin Bieber,24,1,30
2016-06-04,30,Lost Boy,Ruth B,33,24,13
2016-06-04,31,Don't Mind,Kent Jones,36,8,3
2016-06-04,32,My Boo,Ghost Town DJ's,27,27,34
2016-06-04,33,Too Good,Drake Featuring Rihanna,41,14,3
2016-06-04,34,Cheap Thrills,Sia Featuring Sean Paul,38,1,14
2016-06-04,35,Hype,Drake,49,33,3
2016-06-04,36,Ride,twenty one pilots,45,5,10
2016-06-04,37,Exchange,Bryson Tiller,32,26,30
2016-06-04,38,Middle,DJ Snake Featuring Bipolar Sunshine,29,20,18
2016-06-04,39,Me Too,Meghan Trainor,--,13,1
2016-06-04,40,Sorry,Beyonce,31,11,4
2016-06-04,41,Stitches,Shawn Mendes,34,4,52
2016-06-04,42,One Call Away,Charlie Puth,39,12,25
2016-06-04,43,Cut It,O.T. Genasis Featuring Young Dolph,37,35,13
2016-06-04,44,Came Here To Forget,Blake Shelton,44,36,11
2016-06-04,45,Somewhere On A Beach,Dierks Bentley,40,35,16
2016-06-04,46,Humble And Kind,Tim McGraw,43,30,15
2016-06-04,47,Still Here,Drake,56,40,3
2016-06-04,48,Roses,The Chainsmokers Featuring Rozes,42,6,31
2016-06-04,49,Don't,Bryson Tiller,46,13,34
2016-06-04,50,Grammys,Drake Featuring Future,63,38,3
2016-06-04,51,All The Way Up,Fat Joe &amp; Remy Ma Featuring French Montana &amp; Infared,52,38,8
2016-06-04,52,T-Shirt,Thomas Rhett,50,41,12
2016-06-04,53,Wild Things,Alessia Cara,51,50,13
2016-06-04,54,Snapback,Old Dominion,55,50,17
2016-06-04,55,Childs Play,Drake,66,49,3
2016-06-04,56,"Huntin', Fishin' &amp; Lovin' Every Day",Luke Bryan,53,37,8
2016-06-04,57,Mind Reader,Dustin Lynch,58,57,13
2016-06-04,58,Never Be Like You,Flume Featuring Kai,59,20,7
2016-06-04,59,With You,Drake Featuring PARTYNEXTDOOR,71,47,3
2016-06-04,60,9,Drake,73,45,3
2016-06-04,61,Feel No Ways,Drake,74,53,3
2016-06-04,62,Wicked,Future,65,41,5
2016-06-04,63,Formation,Beyonce,47,10,4
2016-06-04,64,My Church,Maren Morris,57,50,17
2016-06-04,65,Think Of You,Chris Young Duet With Cassadee Pope,54,40,14
2016-06-04,66,The Sound Of Silence,Disturbed,60,42,13
2016-06-04,67,Wherever I Go,OneRepublic,--,55,1
2016-06-04,68,U With Me?,Drake,80,44,3
2016-06-04,69,The Fighter,Keith Urban Featuring Carrie Underwood,--,53,1
2016-06-04,70,Body,Dreezy Featuring Jeremih,72,62,9
2016-06-04,71,Uber Everywhere,MadeinTYO,68,51,7
2016-06-04,72,If It Ain't Love,Jason Derulo,67,67,6
2016-06-04,73,Wasted Time,Keith Urban,64,51,4
2016-06-04,74,Hold Up,Beyonce,48,13,4
2016-06-04,75,Fire &amp; Desire,Drake,92,75,3
2016-06-04,76,I Hate U I Love U,gnash Featuring Olivia O'Brien,78,10,5
2016-06-04,77,You Don't Own Me,Grace Featuring G-Eazy,86,57,3
2016-06-04,78,Kiss It Better,Rihanna,62,62,7
2016-06-04,79,Church Bells,Carrie Underwood,90,43,2
2016-06-04,80,Might Not,Belly Featuring The Weeknd,69,68,13
2016-06-04,81,Head Over Boots,Jon Pardi,77,51,12
2016-06-04,82,Record Year,Eric Church,85,44,5
2016-06-04,83,Redemption,Drake,--,61,2
2016-06-04,84,Weston Road Flows,Drake,--,54,2
2016-06-04,85,Keep The Family Close,Drake,--,68,2
2016-06-04,86,No Problem,Chance The Rapper Featuring Lil Wayne &amp; 2 Chainz,--,43,1
2016-06-04,87,Light It Up,Major Lazer Featuring Nyla &amp; Fuse ODG,75,73,10
2016-06-04,88,Law,Yo Gotti Featuring E-40,79,79,6
2016-06-04,89,Piece By Piece,Kelly Clarkson,84,8,12
2016-06-04,90,Faithful,Drake Featuring Pimp C &amp; dvsn,--,72,2
2016-06-04,91,Lights Come On,Jason Aldean,81,43,6
2016-06-04,92,THat Part,ScHoolboy Q Featuring Kanye West,--,40,1
2016-06-04,93,Blessings,Chance The Rapper,--,93,1
2016-06-04,94,I'm Sorry,Adam Wakefield,--,94,1
2016-06-04,95,Messin' Around,Pitbull Featuring Enrique Iglesias,98,64,3
2016-06-04,96,Moolah,Young Greatness,87,85,6
2016-06-04,97,Faded,Alan Walker,96,80,4
2016-06-04,98,Noise,Kenny Chesney,93,72,6
2016-06-04,99,Unsteady,X Ambassadors,--,20,1
2016-06-04,100,Promise,Kid Ink Featuring Fetty Wap,89,57,14
2016-05-28,1,Can't Stop The Feeling!,Justin Timberlake,--,1,1
2016-05-28,2,One Dance,Drake Featuring WizKid &amp; Kyla,1,1,6
2016-05-28,3,Panda,Desiigner,2,1,12
2016-05-28,4,7 Years,Lukas Graham,3,2,17
2016-05-28,5,I Took A Pill In Ibiza,Mike Posner,4,4,17
2016-05-28,6,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,5,4,11
2016-05-28,7,Don't Let Me Down,The Chainsmokers Featuring Daya,7,3,13
2016-05-28,8,Work,Rihanna Featuring Drake,6,1,16
2016-05-28,9,Pillowtalk,Zayn,8,1,15
2016-05-28,10,Needed Me,Rihanna,13,7,15
2016-05-28,11,Love Yourself,Justin Bieber,10,1,26
2016-05-28,12,My House,Flo Rida,14,4,27
2016-05-28,13,Stressed Out,twenty one pilots,15,2,34
2016-05-28,14,Never Forget You,Zara Larsson &amp; MNEK,23,13,13
2016-05-28,15,This Is What You Came For,Calvin Harris Featuring Rihanna,9,3,2
2016-05-28,16,Dangerous Woman,Ariana Grande,18,8,9
2016-05-28,17,Cake By The Ocean,DNCE,22,9,30
2016-05-28,18,"Me, Myself &amp; I",G-Eazy x Bebe Rexha,17,7,28
2016-05-28,19,No,Meghan Trainor,12,3,10
2016-05-28,20,H.O.L.Y.,Florida Georgia Line,20,14,2
2016-05-28,21,Low Life,Future Featuring The Weeknd,24,18,14
2016-05-28,22,Oui,Jeremih,25,19,19
2016-05-28,23,Pop Style,Drake Featuring The Throne,21,16,6
2016-05-28,24,Sorry,Justin Bieber,27,1,29
2016-05-28,25,2 Phones,Kevin Gates,26,17,19
2016-05-28,26,Close,Nick Jonas Featuring Tove Lo,31,14,7
2016-05-28,27,My Boo,Ghost Town DJ's,29,27,33
2016-05-28,28,Let It Go,James Bay,32,16,21
2016-05-28,29,Middle,DJ Snake Featuring Bipolar Sunshine,30,20,17
2016-05-28,30,Just Like Fire,P!nk,55,10,4
2016-05-28,31,Sorry,Beyonce,11,11,3
2016-05-28,32,Exchange,Bryson Tiller,35,26,29
2016-05-28,33,Lost Boy,Ruth B,42,24,12
2016-05-28,34,Stitches,Shawn Mendes,36,4,51
2016-05-28,35,Controlla,Drake,34,16,2
2016-05-28,36,Don't Mind,Kent Jones,63,8,2
2016-05-28,37,Cut It,O.T. Genasis Featuring Young Dolph,57,35,12
2016-05-28,38,Cheap Thrills,Sia Featuring Sean Paul,48,1,13
2016-05-28,39,One Call Away,Charlie Puth,39,12,24
2016-05-28,40,Somewhere On A Beach,Dierks Bentley,41,35,15
2016-05-28,41,Too Good,Drake Featuring Rihanna,52,14,2
2016-05-28,42,Roses,The Chainsmokers Featuring Rozes,43,6,30
2016-05-28,43,Humble And Kind,Tim McGraw,51,30,14
2016-05-28,44,Came Here To Forget,Blake Shelton,69,36,10
2016-05-28,45,Ride,twenty one pilots,58,5,9
2016-05-28,46,Don't,Bryson Tiller,46,13,33
2016-05-28,47,Formation,Beyonce,19,10,3
2016-05-28,48,Hold Up,Beyonce,16,13,3
2016-05-28,49,Hype,Drake,33,33,2
2016-05-28,50,T-Shirt,Thomas Rhett,62,41,11
2016-05-28,51,Wild Things,Alessia Cara,56,50,12
2016-05-28,52,All The Way Up,Fat Joe &amp; Remy Ma Featuring French Montana &amp; Infared,77,38,7
2016-05-28,53,"Huntin', Fishin' &amp; Lovin' Every Day",Luke Bryan,59,37,7
2016-05-28,54,Think Of You,Chris Young Duet With Cassadee Pope,50,40,13
2016-05-28,55,Snapback,Old Dominion,60,50,16
2016-05-28,56,Still Here,Drake,40,40,2
2016-05-28,57,My Church,Maren Morris,80,50,16
2016-05-28,58,Mind Reader,Dustin Lynch,78,57,12
2016-05-28,59,Never Be Like You,Flume Featuring Kai,79,20,6
2016-05-28,60,The Sound Of Silence,Disturbed,67,42,12
2016-05-28,61,Really Really,Kevin Gates,81,46,21
2016-05-28,62,Kiss It Better,Rihanna,76,62,6
2016-05-28,63,Grammys,Drake Featuring Future,38,38,2
2016-05-28,64,Wasted Time,Keith Urban,--,51,3
2016-05-28,65,Wicked,Future,82,41,4
2016-05-28,66,Childs Play,Drake,49,49,2
2016-05-28,67,If It Ain't Love,Jason Derulo,87,67,5
2016-05-28,68,Uber Everywhere,MadeinTYO,84,51,6
2016-05-28,69,Might Not,Belly Featuring The Weeknd,85,68,12
2016-05-28,70,Go Ahead And Break My Heart,Blake Shelton Featuring Gwen Stefani,--,70,1
2016-05-28,71,With You,Drake Featuring PARTYNEXTDOOR,47,47,2
2016-05-28,72,Body,Dreezy Featuring Jeremih,92,62,8
2016-05-28,73,9,Drake,45,45,2
2016-05-28,74,Feel No Ways,Drake,53,53,2
2016-05-28,75,Light It Up,Major Lazer Featuring Nyla &amp; Fuse ODG,90,73,9
